FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Year
2022-01-16,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5042,CLT,"Charlotte, NC",SAV,"Savannah, GA",2220,,,,,,,2328,,,CANCELLED,B,NOT DIVERTED,68.0,,,213.0,,,,,,2022
2022-07-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2029,MTJ,"Montrose/Delta, CO",DFW,"Dallas/Fort Worth, TX",1015,,,,,,,1323,,,CANCELLED,A,NOT DIVERTED,128.0,,,722.0,,,,,,2022
2022-04-18,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2375,ORD,"Chicago, IL",LAX,"Los Angeles, CA",1544,,,,,,,1810,,,CANCELLED,A,NOT DIVERTED,266.0,,,1744.0,,,,,,2022
2022-07-12,Republic Airline,Republic Airline: YX,YX,20452,4755,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",2013,,,,,,,2159,,,CANCELLED,B,NOT DIVERTED,106.0,,,427.0,,,,,,2022
2022-02-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2376,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",1456,,,,,,,1553,,,CANCELLED,B,NOT DIVERTED,177.0,,,1055.0,,,,,,2022
2022-12-19,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1372,LAS,"Las Vegas, NV",DEN,"Denver, CO",1516,,,,,,,1810,,,CANCELLED,A,NOT DIVERTED,114.0,,,628.0,,,,,,2022
2022-10-28,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2480,PHX,"Phoenix, AZ",MDW,"Chicago, IL",1830,,,,,,,2340,,,CANCELLED,B,NOT DIVERTED,190.0,,,1444.0,,,,,,2022
2022-12-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2425,DEN,"Denver, CO",SMF,"Sacramento, CA",1515,,,,,,,1650,,,CANCELLED,B,NOT DIVERTED,155.0,,,909.0,,,,,,2022
2022-02-14,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,2811,LAS,"Las Vegas, NV",PDX,"Portland, OR",1607,,,,,,,1834,,,CANCELLED,A,NOT DIVERTED,147.0,,,763.0,,,,,,2022
2022-12-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,330,SLC,"Salt Lake City, UT",SNA,"Santa Ana, CA",1115,,,,,,,1210,,,CANCELLED,A,NOT DIVERTED,115.0,,,588.0,,,,,,2022
2022-12-24,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,234,PAE,"Everett, WA",LAS,"Las Vegas, NV",1520,,,,,,,1750,,,CANCELLED,A,NOT DIVERTED,150.0,,,894.0,,,,,,2022
2022-03-10,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,280,TPA,"Tampa, FL",PIT,"Pittsburgh, PA",1505,,,,,,,1725,,,CANCELLED,B,NOT DIVERTED,140.0,,,873.0,,,,,,2022
2022-01-29,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,267,BOS,"Boston, MA",DEN,"Denver, CO",930,,,,,,,1218,,,CANCELLED,B,NOT DIVERTED,288.0,,,1754.0,,,,,,2022
2022-01-28,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,274,LAX,"Los Angeles, CA",JFK,"New York, NY",1245,,,,,,,2104,,,CANCELLED,B,NOT DIVERTED,319.0,,,2475.0,,,,,,2022
2022-02-13,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5473,LGA,"New York, NY",GSO,"Greensboro/High Point, NC",1035,,,,,,,1232,,,CANCELLED,B,NOT DIVERTED,117.0,,,461.0,,,,,,2022
2022-07-28,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1873,BWI,"Baltimore, MD",BOS,"Boston, MA",2255,,,,,,,25,,,CANCELLED,A,NOT DIVERTED,90.0,,,369.0,,,,,,2022
2022-05-13,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6015,LGA,"New York, NY",IAD,"Washington, DC",1729,,,,,,,1857,,,CANCELLED,A,NOT DIVERTED,88.0,,,229.0,,,,,,2022
2022-05-24,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,829,PHX,"Phoenix, AZ",JFK,"New York, NY",2300,,,,,,,652,,,CANCELLED,A,NOT DIVERTED,292.0,,,2153.0,,,,,,2022
2022-12-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3223,BNA,"Nashville, TN",BOS,"Boston, MA",2105,,,,,,,25,,,CANCELLED,A,NOT DIVERTED,140.0,,,942.0,,,,,,2022
2022-06-28,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2297,VPS,"Valparaiso, FL",ATL,"Atlanta, GA",926,,,,,,,1140,,,CANCELLED,A,NOT DIVERTED,74.0,,,250.0,,,,,,2022
2022-05-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2377,BHM,"Birmingham, AL",ATL,"Atlanta, GA",912,,,,,,,1113,,,CANCELLED,A,NOT DIVERTED,61.0,,,134.0,,,,,,2022
2022-07-30,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,484,DEN,"Denver, CO",LAS,"Las Vegas, NV",1620,,,,,,,1721,,,CANCELLED,A,NOT DIVERTED,121.0,,,628.0,,,,,,2022
2022-01-01,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,768,ATL,"Atlanta, GA",DTW,"Detroit, MI",610,,,,,,,755,,,CANCELLED,A,NOT DIVERTED,105.0,,,594.0,,,,,,2022
2022-07-12,Republic Airline,Republic Airline: YX,YX,20452,4909,DTW,"Detroit, MI",LGA,"New York, NY",1840,,,,,,,2030,,,CANCELLED,B,NOT DIVERTED,110.0,,,502.0,,,,,,2022
2022-05-06,Republic Airline,Republic Airline: YX,YX,20452,3435,EWR,"Newark, NJ",IND,"Indianapolis, IN",2059,,,,,,,2318,,,CANCELLED,B,NOT DIVERTED,139.0,,,645.0,,,,,,2022
2022-09-17,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,139,BQN,"Aguadilla, PR",MCO,"Orlando, FL",1714,,,,,,,2018,,,CANCELLED,B,NOT DIVERTED,184.0,,,1129.0,,,,,,2022
2022-08-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2248,EWR,"Newark, NJ",BNA,"Nashville, TN",1740,1945.0,125.0,,,,,1918,,,CANCELLED,B,NOT DIVERTED,158.0,,,748.0,,,,,,2022
2022-01-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3766,DEN,"Denver, CO",CLT,"Charlotte, NC",1815,,,,,,,2325,,,CANCELLED,A,NOT DIVERTED,190.0,,,1337.0,,,,,,2022
2022-02-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1731,BUR,"Burbank, CA",OAK,"Oakland, CA",910,,,,,,,1030,,,CANCELLED,A,NOT DIVERTED,80.0,,,325.0,,,,,,2022
2022-05-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,687,MIA,"Miami, FL",AUS,"Austin, TX",857,,,,,,,1103,,,CANCELLED,B,NOT DIVERTED,186.0,,,1103.0,,,,,,2022
2022-01-07,JetBlue Airways,JetBlue Airways: B6,B6,20409,917,BOS,"Boston, MA",JFK,"New York, NY",517,,,,,,,635,,,CANCELLED,B,NOT DIVERTED,78.0,,,187.0,,,,,,2022
2022-01-05,Republic Airline,Republic Airline: YX,YX,20452,4937,BDL,"Hartford, CT",DCA,"Washington, DC",817,,,,,,,1002,,,CANCELLED,B,NOT DIVERTED,105.0,,,313.0,,,,,,2022
2022-04-08,JetBlue Airways,JetBlue Airways: B6,B6,20409,1278,JAX,"Jacksonville, FL",JFK,"New York, NY",501,,,,,,,715,,,CANCELLED,C,NOT DIVERTED,134.0,,,828.0,,,,,,2022
2022-03-23,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1453,SEA,"Seattle, WA",PSP,"Palm Springs, CA",605,,,,,,,848,,,CANCELLED,A,NOT DIVERTED,163.0,,,987.0,,,,,,2022
2022-01-30,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4868,SAV,"Savannah, GA",LGA,"New York, NY",835,,,,,,,1043,,,CANCELLED,B,NOT DIVERTED,128.0,,,722.0,,,,,,2022
2022-01-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3236,DCA,"Washington, DC",FLL,"Fort Lauderdale, FL",755,,,,,,,1040,,,CANCELLED,A,NOT DIVERTED,165.0,,,899.0,,,,,,2022
2022-04-14,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1160,STL,"St. Louis, MO",RSW,"Fort Myers, FL",1233,,,,,,,1602,,,CANCELLED,B,NOT DIVERTED,149.0,,,979.0,,,,,,2022
2022-12-21,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,699,PHX,"Phoenix, AZ",SEA,"Seattle, WA",1700,,,,,,,1910,,,CANCELLED,B,NOT DIVERTED,190.0,,,1107.0,,,,,,2022
2022-07-19,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4723,MKE,"Milwaukee, WI",JFK,"New York, NY",635,,,,,,,959,,,CANCELLED,C,NOT DIVERTED,144.0,,,745.0,,,,,,2022
2022-03-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1412,DEN,"Denver, CO",AUS,"Austin, TX",1205,,,,,,,1510,,,CANCELLED,B,NOT DIVERTED,125.0,,,775.0,,,,,,2022
2022-05-28,JetBlue Airways,JetBlue Airways: B6,B6,20409,841,JFK,"New York, NY",SAV,"Savannah, GA",645,,,,,,,903,,,CANCELLED,A,NOT DIVERTED,138.0,,,718.0,,,,,,2022
2022-06-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,733,MCI,"Kansas City, MO",MSP,"Minneapolis, MN",655,,,,,,,823,,,CANCELLED,A,NOT DIVERTED,88.0,,,393.0,,,,,,2022
2022-08-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2936,STL,"St. Louis, MO",LAX,"Los Angeles, CA",1850,,,,,,,2035,,,CANCELLED,B,NOT DIVERTED,225.0,,,1592.0,,,,,,2022
2022-12-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1010,BNA,"Nashville, TN",ORD,"Chicago, IL",1000,,,,,,,1155,,,CANCELLED,A,NOT DIVERTED,115.0,,,409.0,,,,,,2022
2022-01-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4678,BOI,"Boise, ID",SFO,"San Francisco, CA",653,,,,,,,755,,,CANCELLED,B,NOT DIVERTED,122.0,,,522.0,,,,,,2022
2022-12-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4815,HOU,"Houston, TX",PNS,"Pensacola, FL",1250,,,,,,,1420,,,CANCELLED,A,NOT DIVERTED,90.0,,,488.0,,,,,,2022
2022-11-11,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5097,LGA,"New York, NY",CVG,"Cincinnati, OH",1800,,,,,,,2016,,,CANCELLED,B,NOT DIVERTED,136.0,,,585.0,,,,,,2022
2022-02-23,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5875,DFW,"Dallas/Fort Worth, TX",MLI,"Moline, IL",2050,,,,,,,2248,,,CANCELLED,B,NOT DIVERTED,118.0,,,691.0,,,,,,2022
2022-08-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4777,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1320,,,,,,,1435,,,CANCELLED,B,NOT DIVERTED,75.0,,,258.0,,,,,,2022
2022-06-19,Republic Airline,Republic Airline: YX,YX,20452,3618,MKE,"Milwaukee, WI",EWR,"Newark, NJ",1712,,,,,,,2030,,,CANCELLED,B,NOT DIVERTED,138.0,,,725.0,,,,,,2022
2022-05-16,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5026,LGA,"New York, NY",ORF,"Norfolk, VA",1705,,,,,,,1847,,,CANCELLED,B,NOT DIVERTED,102.0,,,296.0,,,,,,2022
2022-05-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,183,SJC,"San Jose, CA",SNA,"Santa Ana, CA",2055,,,,,,,2225,,,CANCELLED,A,NOT DIVERTED,90.0,,,342.0,,,,,,2022
2022-10-05,Allegiant Air,Allegiant Air: G4,G4,20368,851,PGD,"Punta Gorda, FL",CID,"Cedar Rapids/Iowa City, IA",830,,,,,,,1024,,,CANCELLED,B,NOT DIVERTED,174.0,,,1170.0,,,,,,2022
2022-12-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2890,MSY,"New Orleans, LA",BNA,"Nashville, TN",1215,,,,,,,1345,,,CANCELLED,A,NOT DIVERTED,90.0,,,471.0,,,,,,2022
2022-01-21,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5310,CLT,"Charlotte, NC",GSP,"Greer, SC",1654,,,,,,,1745,,,CANCELLED,B,NOT DIVERTED,51.0,,,75.0,,,,,,2022
2022-08-29,Republic Airline,Republic Airline: YX,YX,20452,3413,EWR,"Newark, NJ",BUF,"Buffalo, NY",2059,,,,,,,2232,,,CANCELLED,B,NOT DIVERTED,93.0,,,282.0,,,,,,2022
2022-04-01,JetBlue Airways,JetBlue Airways: B6,B6,20409,617,JFK,"New York, NY",MSP,"Minneapolis, MN",1510,,,,,,,1730,,,CANCELLED,A,NOT DIVERTED,200.0,,,1029.0,,,,,,2022
2022-12-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1924,AUS,"Austin, TX",SLC,"Salt Lake City, UT",1430,,,,,,,1635,,,CANCELLED,A,NOT DIVERTED,185.0,,,1086.0,,,,,,2022
2022-05-29,Republic Airline,Republic Airline: YX,YX,20452,3429,EWR,"Newark, NJ",ILM,"Wilmington, NC",2020,,,,,,,2202,,,CANCELLED,A,NOT DIVERTED,102.0,,,488.0,,,,,,2022
2022-08-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1472,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",1800,,,,,,,1925,,,CANCELLED,B,NOT DIVERTED,85.0,,,370.0,,,,,,2022
2022-05-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,786,BWI,"Baltimore, MD",MSY,"New Orleans, LA",2115,,,,,,,2300,,,CANCELLED,B,NOT DIVERTED,165.0,,,998.0,,,,,,2022
2022-08-06,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1422,IND,"Indianapolis, IN",DEN,"Denver, CO",1659,,,,,,,1745,,,CANCELLED,A,NOT DIVERTED,166.0,,,977.0,,,,,,2022
2022-01-29,JetBlue Airways,JetBlue Airways: B6,B6,20409,821,EWR,"Newark, NJ",AUS,"Austin, TX",1100,,,,,,,1427,,,CANCELLED,B,NOT DIVERTED,267.0,,,1504.0,,,,,,2022
2022-04-03,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,282,RSW,"Fort Myers, FL",IND,"Indianapolis, IN",630,,,,,,,907,,,CANCELLED,B,NOT DIVERTED,157.0,,,945.0,,,,,,2022
2022-05-08,Horizon Air,Horizon Air: QX,QX,19687,2087,ALW,"Walla Walla, WA",SEA,"Seattle, WA",600,,,,,,,703,,,CANCELLED,A,NOT DIVERTED,63.0,,,213.0,,,,,,2022
2022-08-04,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5081,PHL,"Philadelphia, PA",CLE,"Cleveland, OH",1854,,,,,,,2039,,,CANCELLED,B,NOT DIVERTED,105.0,,,363.0,,,,,,2022
2022-06-22,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5200,JFK,"New York, NY",ORF,"Norfolk, VA",2129,,,,,,,2314,,,CANCELLED,C,NOT DIVERTED,105.0,,,290.0,,,,,,2022
2022-04-02,JetBlue Airways,JetBlue Airways: B6,B6,20409,1348,SJU,"San Juan, PR",DCA,"Washington, DC",1806,,,,,,,2159,,,CANCELLED,A,NOT DIVERTED,233.0,,,1554.0,,,,,,2022
2022-07-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1656,DEN,"Denver, CO",RDU,"Raleigh/Durham, NC",1950,,,,,,,110,,,CANCELLED,B,NOT DIVERTED,200.0,,,1436.0,,,,,,2022
2022-02-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2535,SAN,"San Diego, CA",DFW,"Dallas/Fort Worth, TX",615,,,,,,,1114,,,CANCELLED,B,NOT DIVERTED,179.0,,,1171.0,,,,,,2022
2022-01-07,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,975,MSP,"Minneapolis, MN",LGA,"New York, NY",730,,,,,,,1123,,,CANCELLED,B,NOT DIVERTED,173.0,,,1020.0,,,,,,2022
2022-01-29,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5175,GSP,"Greer, SC",PHL,"Philadelphia, PA",710,,,,,,,850,,,CANCELLED,B,NOT DIVERTED,100.0,,,515.0,,,,,,2022
2022-01-06,JetBlue Airways,JetBlue Airways: B6,B6,20409,1922,PBI,"West Palm Beach/Palm Beach, FL",BOS,"Boston, MA",2025,,,,,,,2315,,,CANCELLED,B,NOT DIVERTED,170.0,,,1197.0,,,,,,2022
2022-01-13,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,243,DEN,"Denver, CO",IAH,"Houston, TX",1735,,,,,,,2059,,,CANCELLED,D,NOT DIVERTED,144.0,,,862.0,,,,,,2022
2022-10-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2466,CMH,"Columbus, OH",RSW,"Fort Myers, FL",720,,,,,,,945,,,CANCELLED,B,NOT DIVERTED,145.0,,,930.0,,,,,,2022
2022-08-07,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1252,RSW,"Fort Myers, FL",EWR,"Newark, NJ",1922,,,,,,,2230,,,CANCELLED,B,NOT DIVERTED,188.0,,,1068.0,,,,,,2022
2022-12-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2957,CLE,"Cleveland, OH",BNA,"Nashville, TN",610,,,,,,,700,,,CANCELLED,A,NOT DIVERTED,110.0,,,448.0,,,,,,2022
2022-12-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2399,BUR,"Burbank, CA",SFO,"San Francisco, CA",800,,,,,,,920,,,CANCELLED,C,NOT DIVERTED,80.0,,,326.0,,,,,,2022
2022-05-11,Horizon Air,Horizon Air: QX,QX,19687,2532,SEA,"Seattle, WA",BLI,"Bellingham, WA",2310,,,,,,,2354,,,CANCELLED,A,NOT DIVERTED,44.0,,,93.0,,,,,,2022
2022-04-10,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1314,FLL,"Fort Lauderdale, FL",DEN,"Denver, CO",2030,,,,,,,2300,,,CANCELLED,A,NOT DIVERTED,270.0,,,1703.0,,,,,,2022
2022-04-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1849,CLT,"Charlotte, NC",PDX,"Portland, OR",1831,,,,,,,2114,,,CANCELLED,B,NOT DIVERTED,343.0,,,2282.0,,,,,,2022
2022-12-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2424,MSP,"Minneapolis, MN",BNA,"Nashville, TN",1303,,,,,,,1500,,,CANCELLED,B,NOT DIVERTED,117.0,,,695.0,,,,,,2022
2022-09-27,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2356,RSW,"Fort Myers, FL",PHL,"Philadelphia, PA",2129,,,,,,,12,,,CANCELLED,B,NOT DIVERTED,163.0,,,993.0,,,,,,2022
2022-01-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3563,SEA,"Seattle, WA",ONT,"Ontario, CA",1952,,,,,,,2228,,,CANCELLED,B,NOT DIVERTED,156.0,,,956.0,,,,,,2022
2022-12-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,247,BNA,"Nashville, TN",MCI,"Kansas City, MO",2235,,,,,,,20,,,CANCELLED,B,NOT DIVERTED,105.0,,,491.0,,,,,,2022
2022-02-03,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2542,TPA,"Tampa, FL",SYR,"Syracuse, NY",1705,,,,,,,1955,,,CANCELLED,B,NOT DIVERTED,170.0,,,1104.0,,,,,,2022
2022-12-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3079,PHX,"Phoenix, AZ",ABQ,"Albuquerque, NM",1845,,,,,,,1955,,,CANCELLED,A,NOT DIVERTED,70.0,,,328.0,,,,,,2022
2022-08-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1313,TPA,"Tampa, FL",BWI,"Baltimore, MD",1850,,,,,,,2110,,,CANCELLED,B,NOT DIVERTED,140.0,,,842.0,,,,,,2022
2022-01-16,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,563,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",600,,,,,,,757,,,CANCELLED,B,NOT DIVERTED,117.0,,,449.0,,,,,,2022
2022-06-22,JetBlue Airways,JetBlue Airways: B6,B6,20409,1237,BOS,"Boston, MA",DTW,"Detroit, MI",1700,,,,,,,1914,,,CANCELLED,C,NOT DIVERTED,134.0,,,632.0,,,,,,2022
2022-03-18,Envoy Air,Envoy Air: MQ,MQ,20398,3501,DFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS",1900,,,,,,,2022,,,CANCELLED,A,NOT DIVERTED,82.0,,,328.0,,,,,,2022
2022-12-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1663,SMF,"Sacramento, CA",SAN,"San Diego, CA",700,,,,,,,835,,,CANCELLED,A,NOT DIVERTED,95.0,,,480.0,,,,,,2022
2022-06-04,Republic Airline,Republic Airline: YX,YX,20452,3650,EWR,"Newark, NJ",EYW,"Key West, FL",900,,,,,,,1230,,,CANCELLED,B,NOT DIVERTED,210.0,,,1196.0,,,,,,2022
2022-12-26,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,3,DCA,"Washington, DC",SEA,"Seattle, WA",1725,,,,,,,2035,,,CANCELLED,A,NOT DIVERTED,370.0,,,2329.0,,,,,,2022
2022-03-12,Republic Airline,Republic Airline: YX,YX,20452,4743,STL,"St. Louis, MO",LGA,"New York, NY",705,,,,,,,1029,,,CANCELLED,B,NOT DIVERTED,144.0,,,888.0,,,,,,2022
2022-06-18,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4928,ATL,"Atlanta, GA",LFT,"Lafayette, LA",2103,,,,,,,2144,,,CANCELLED,A,NOT DIVERTED,101.0,,,503.0,,,,,,2022
2022-06-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2883,BHM,"Birmingham, AL",ATL,"Atlanta, GA",1758,,,,,,,2010,,,CANCELLED,A,NOT DIVERTED,72.0,,,134.0,,,,,,2022
2022-01-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3471,SEA,"Seattle, WA",MRY,"Monterey, CA",1120,,,,,,,1331,,,CANCELLED,B,NOT DIVERTED,131.0,,,750.0,,,,,,2022
2022-07-24,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,369,BOS,"Boston, MA",EWR,"Newark, NJ",805,,,,,,,928,,,CANCELLED,A,NOT DIVERTED,83.0,,,200.0,,,,,,2022
2022-04-25,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5798,ECP,"Panama City, FL",DFW,"Dallas/Fort Worth, TX",722,,,,,,,950,,,CANCELLED,A,NOT DIVERTED,148.0,,,685.0,,,,,,2022
2022-06-15,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1984,ORD,"Chicago, IL",CLT,"Charlotte, NC",1225,,,,,,,1518,,,CANCELLED,A,NOT DIVERTED,113.0,,,599.0,,,,,,2022
2022-04-14,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,502,PDX,"Portland, OR",LAX,"Los Angeles, CA",600,,,,,,,820,,,CANCELLED,A,NOT DIVERTED,140.0,,,834.0,,,,,,2022
2022-03-13,Allegiant Air,Allegiant Air: G4,G4,20368,2479,TVC,"Traverse City, MI",SFB,"Sanford, FL",946,,,,,,,1224,,,CANCELLED,A,NOT DIVERTED,158.0,,,1126.0,,,,,,2022
2022-12-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,642,IND,"Indianapolis, IN",BWI,"Baltimore, MD",510,,,,,,,650,,,CANCELLED,A,NOT DIVERTED,100.0,,,516.0,,,,,,2022
2022-12-24,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1252,DEN,"Denver, CO",LAS,"Las Vegas, NV",1326,,,,,,,1425,,,CANCELLED,A,NOT DIVERTED,119.0,,,628.0,,,,,,2022
2022-02-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2087,DAL,"Dallas, TX",IAH,"Houston, TX",1435,,,,,,,1555,,,CANCELLED,B,NOT DIVERTED,80.0,,,216.0,,,,,,2022
2022-05-27,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5414,SYR,"Syracuse, NY",LGA,"New York, NY",1805,,,,,,,1920,,,CANCELLED,B,NOT DIVERTED,75.0,,,198.0,,,,,,2022
2022-09-28,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2157,MSP,"Minneapolis, MN",MCO,"Orlando, FL",1315,,,,,,,1732,,,CANCELLED,B,NOT DIVERTED,197.0,,,1310.0,,,,,,2022
2022-12-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,147,BNA,"Nashville, TN",LAX,"Los Angeles, CA",1940,,,,,,,2230,,,CANCELLED,A,NOT DIVERTED,290.0,,,1797.0,,,,,,2022
2022-08-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,549,RSW,"Fort Myers, FL",CLT,"Charlotte, NC",1954,,,,,,,2148,,,CANCELLED,A,NOT DIVERTED,114.0,,,600.0,,,,,,2022
2022-12-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,238,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",555,,,,,,,710,,,CANCELLED,A,NOT DIVERTED,75.0,,,236.0,,,,,,2022
2022-06-02,Republic Airline,Republic Airline: YX,YX,20452,3677,GSO,"Greensboro/High Point, NC",EWR,"Newark, NJ",1556,,,,,,,1745,,,CANCELLED,B,NOT DIVERTED,109.0,,,445.0,,,,,,2022
2022-06-18,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,470,DFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA",1022,,,,,,,1442,,,CANCELLED,B,NOT DIVERTED,200.0,,,1303.0,,,,,,2022
2022-01-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3678,IAH,"Houston, TX",MSP,"Minneapolis, MN",1919,,,,,,,2215,,,CANCELLED,A,NOT DIVERTED,176.0,,,1034.0,,,,,,2022
